HPO_ID	term_id	name	N_OMIM_diseases_with_term	frac_OMIM_diseases_with_term	N_Orpha_diseases_with_term	frac_Orpha_diseases_with_term
HP:0410154	410154	Increased level of myristic acid in serum	0	0	0	0
HP:0410156	410156	Increased level of N-acetylneuraminic acid in urine	1	0.0001	0	0
HP:0410157	410157	Increased level of N-acetylneuraminic acid in fibroblasts	0	0	0	0
HP:0410166	410166	Defective interstrand cross-link repair	0	0	0	0
HP:0410167	410167	Abnormal morphology of the chest musculature	0	0	0	0
HP:0410168	410168	Abnormality of the back musculature	0	0	0	0
HP:0410169	410169	Abnormal morphology of the shoulder musculature	0	0	0	0
HP:0410170	410170	Hippocampal atrophy	9	0.0011	1	0.0002
HP:0410171	410171	Increased cotinine level	0	0	0	0
HP:0410172	410172	Blood xenobiotic	0	0	0	0
HP:0410173	410173	Increased circulating troponin I concentration	2	0.0002	3	0.0007
HP:0410174	410174	Increased circulating troponin T concentration	2	0.0002	4	0.0009
HP:0410175	410175	Hyperketonemia	3	0.0004	2	0.0005
HP:0410176	410176	Abnormal circulating glucose-6-phosphate dehydrogenase concentration	0	0	0	0
HP:0410177	410177	Abnormal glucose-6-phosphate dehydrogenase level in blood	0	0	0	0
HP:0410178	410178	Increased glucose-6-phosphate dehydrogenase level in blood	0	0	0	0
HP:0410179	410179	Decreased glucose-6-phosphate dehydrogenase level in blood	1	0.0001	0	0
HP:0410180	410180	Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot	0	0	0	0
HP:0410181	410181	Increased glucose-6-phosphate dehydrogenase level in dried blood spot	0	0	0	0
HP:0410182	410182	Decreased glucose-6-phosphate dehydrogenase level in dried blood spot	0	0	0	0
HP:0410183	410183	Abnormal glucose-6-phosphate dehydrogenase level in leukocytes	0	0	0	0
HP:0410184	410184	Abnormal glucose-6-phosphate dehydrogenase level in red blood cells	0	0	0	0
HP:0410185	410185	Abnormal glucose-6-phosphate dehydrogenase level in tissue	0	0	0	0
HP:0410186	410186	Increased glucose-6-phosphate dehydrogenase level in tissue	0	0	0	0
HP:0410187	410187	Decreased glucose-6-phosphate dehydrogenase level in tissue	0	0	0	0
HP:0410188	410188	Decreased glucose-6-phosphate dehydrogenase level in red blood cells	0	0	0	0
HP:0410189	410189	Increased glucose-6-phosphate dehydrogenase level in red blood cells	0	0	0	0
HP:0410190	410190	Decreased glucose-6-phosphate dehydrogenase level in leukocytes	0	0	0	0
HP:0410191	410191	Increased glucose-6-phosphate dehydrogenase level in leukocytes	0	0	0	0
HP:0410193	410193	Abnormal circulating UDP glucose-4-epimerase concentration	0	0	0	0
HP:0410194	410194	Increased circulating UDP glucose-4-epimerase concentration	0	0	0	0
HP:0410195	410195	Decreased circulating UDP glucose-4-epimerase concentration	0	0	0	0
HP:0410196	410196	Abnormal erythrocyte UDP glucose-4-epimerase concentration	0	0	0	0
HP:0410197	410197	Increased erythrocyte UDP glucose-4-epimerase concentration	0	0	0	0
HP:0410198	410198	Decreased erythrocyte UDP glucose-4-epimerase concentration	0	0	0	0
HP:0410199	410199	Increased CSF urate concentration	0	0	0	0
HP:0410200	410200	Positive meconium barbiturate test	0	0	0	0
HP:0410201	410201	Positive hair barbiturate test	0	0	0	0
HP:0410202	410202	Positive stool barbiturate test	0	0	0	0
HP:0410203	410203	Positive gastric fluid barbiturate test	0	0	0	0
HP:0410204	410204	Increased intestinal transit time	1	0.0001	0	0
HP:0410205	410205	Abnormal circulating nicotinurate concentration	0	0	0	0
HP:0410206	410206	Increased circulating nicotinurate level	0	0	0	0
HP:0410207	410207	Positive methadone plasma/serum test	0	0	0	0
HP:0410208	410208	Positive plasma/serum cotinine test	0	0	0	0
HP:0410209	410209	Folate deficiency in CSF	0	0	0	0
HP:0410210	410210	Abnormal cord blood measurement	0	0	0	0
HP:0410211	410211	Abnormal blood gas level in cord blood	0	0	0	0
HP:0410212	410212	Hyperoxemia in cord blood	0	0	0	0
HP:0410213	410213	Hypoxemia in cord blood	0	0	0	0
HP:0410214	410214	Hypercapnia in cord blood	0	0	0	0
HP:0410215	410215	Hypocapnia in cord blood	0	0	0	0
HP:0410216	410216	Abnormal blood 5-methyltetrahydrofolate level	0	0	1	0.0002
HP:0410217	410217	Reduced blood 5-methyltetrahydrofolate level	0	0	0	0
HP:0410218	410218	Hypoplasia of maxilla relative to mandible	0	0	0	0
HP:0410219	410219	Hypoplasia of mandible relative to maxilla	0	0	1	0.0002
HP:0410220	410220	Increased anti-dairy protein IgE antibody level	0	0	0	0
HP:0410221	410221	Increased anti-animal protein IgE antibody level	0	0	0	0
HP:0410222	410222	Increased anti-seafood IgE antibody level	0	0	0	0
HP:0410223	410223	Increased anti-dust mite IgE antibody level	0	0	0	0
HP:0410224	410224	Increased anti-bacteria IgE antibody level	0	0	0	0
HP:0410225	410225	Increased anti-drug IgE antibody level	0	0	0	0
HP:0410226	410226	Increased anti-feather IgE antibody level	0	0	0	0
HP:0410227	410227	Increased anti-food allergen IgE antibody level	0	0	1	0.0002
HP:0410228	410228	Increased anti-plant based food allergen IgE antibody level	0	0	0	0
HP:0410229	410229	Increased anti-gluten IgE antibody level	0	0	0	0
HP:0410230	410230	Increased anti-nut food product IgE antibody level	0	0	0	0
HP:0410231	410231	Increased anti-egg IgE antibody level	0	0	0	0
HP:0410232	410232	Increased anti-fungi IgE antibody level	0	0	0	0
HP:0410233	410233	Increased anti-meat allergen IgE antibody level	0	0	0	0
HP:0410234	410234	Increased anti-parasite IgE antibody level	0	0	1	0.0002
HP:0410235	410235	Increased anti-insect IgE antibody level	0	0	0	0
HP:0410236	410236	Increased anti-venom IgE antibody level	0	0	0	0
HP:0410238	410238	Increased anti-plant product IgE antibody level	0	0	0	0
HP:0410239	410239	Positive urine norcotinine test	0	0	0	0
HP:0410240	410240	Abnormal circulating IgA level	1	0.0001	2	0.0005
HP:0410241	410241	Abnormal circulating IgE level	1	0.0001	0	0
HP:0410242	410242	Abnormal circulating IgG level	5	0.0006	2	0.0005
HP:0410243	410243	Abnormal circulating IgM level	5	0.0006	2	0.0005
HP:0410244	410244	Abnormal circulating IgD level	0	0	0	0
HP:0410245	410245	Decreased circulating IgD	0	0	0	0
HP:0410246	410246	Increased circulating IgD level	2	0.0002	0	0
HP:0410247	410247	Increased anti-animal dander IgE antibody level	0	0	0	0
HP:0410248	410248	Increased anti-house dust mite IgE antibody level	0	0	0	0
HP:0410249	410249	Increased anti-alpha-gal IgE antibody level	0	0	0	0
HP:0410251	410251	Abnormal L-selectin shedding	0	0	0	0
HP:0410252	410252	Chronic neutropenia	5	0.0006	3	0.0007
HP:0410253	410253	Myeloid maturation arrest	1	0.0001	0	0
HP:0410254	410254	Cyclic neutropenia in myeloid maturation arrest in bone marrow	0	0	0	0
HP:0410255	410255	Transient neutropenia	3	0.0004	2	0.0005
HP:0410256	410256	Infection associated neutropenia	0	0	1	0.0002
HP:0410257	410257	Neutrophilia in presence of infection	0	0	1	0.0002
HP:0410258	410258	Neutrophilia in absence of infection	0	0	0	0
HP:0410259	410259	Hepatopulmonary fusion	1	0.0001	0	0
HP:0410260	410260	Asymmetrical gluteal crease	0	0	0	0
HP:0410261	410261	Wide space between 4th and 5th toe	0	0	0	0
HP:0410262	410262	Lower cranial nerve dysfunction	0	0	1	0.0002
HP:0410263	410263	Brain imaging abnormality	7	0.0008	60	0.0140
HP:0410264	410264	Subglottic hemangioma	1	0.0001	0	0
HP:0410265	410265	Supraglottic hemangioma	0	0	0	0
HP:0410266	410266	Visceral hemangioma	0	0	2	0.0005
HP:0410267	410267	Intestinal hemangioma	0	0	0	0
HP:0410268	410268	Spleen hemangioma	0	0	0	0
HP:0410269	410269	Labial hemangioma	0	0	0	0
HP:0410270	410270	Esophageal hemangioma	0	0	0	0
HP:0410271	410271	Laryngeal hemangioma	0	0	0	0
HP:0410272	410272	Vulvar hemangioma	0	0	0	0
HP:0410273	410273	Retropharyngeal hemangioma	0	0	0	0
HP:0410274	410274	Paraspinal hemangioma	0	0	0	0
HP:0410275	410275	Lumbosacral hemangioma	0	0	1	0.0002
HP:0410276	410276	Supraumbilical raphe	2	0.0002	0	0
HP:0410277	410277	Sternal pit	0	0	0	0
HP:0410278	410278	Pituitary gland cyst	0	0	0	0
HP:0410279	410279	Atrophic pituitary gland	0	0	1	0.0002
HP:0410280	410280	Pediatric onset	3	0.0004	0	0
HP:0410281	410281	Dyspepsia	0	0	3	0.0007
HP:0410282	410282	Abnormal circulating amylase concentration	0	0	1	0.0002
HP:0410283	410283	Positive blood acetaminophen test	0	0	0	0
HP:0410284	410284	Positive norpropoxyphene blood test	0	0	0	0
HP:0410285	410285	Positive meconium methadone test	0	0	0	0
HP:0410286	410286	Positive blood molindone test	0	0	0	0
HP:0410287	410287	Intrathoracic hemangioma	0	0	0	0
HP:0410288	410288	Hyperamylasemia	2	0.0002	1	0.0002
HP:0410289	410289	Hypoamylasemia	0	0	2	0.0005
HP:0410290	410290	Positive urine norpropoxyphene test	0	0	0	0
HP:0410291	410291	Negativism	1	0.0001	0	0
HP:0410292	410292	Abnormal isohemagglutinin level	0	0	1	0.0002
HP:0410293	410293	Absent isohemagglutinin level	3	0.0004	0	0
HP:0410294	410294	Decreased specific antibody response to protein vaccine	0	0	0	0
HP:0410295	410295	Complete or near-complete absence of specific antibody response to tetanus vaccine	10	0.0012	2	0.0005
HP:0410296	410296	Complete or near-complete absence of specific antibody response to hepatitis B vaccine	0	0	0	0
HP:0410297	410297	Partial absence of specific antibody response to tetanus vaccine	7	0.0008	0	0
HP:0410298	410298	Partial absence of specific antibody response to hepatitis B vaccine	0	0	0	0
HP:0410299	410299	Decreased specific antibody response to polysaccharide vaccine	3	0.0004	1	0.0002
HP:0410300	410300	Complete or near-complete absence of specific antibody response to unconjugated pneumococcus vaccine	6	0.0007	1	0.0002
HP:0410301	410301	Partial absence of specific antibody response to unconjugated pneumococcus vaccine	3	0.0004	0	0
HP:0410302	410302	Decreased specific antibody response to protein-conjugated polysaccharide vaccine	1	0.0001	1	0.0002
HP:0410303	410303	Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	1	0.0001	1	0.0002
HP:0410304	410304	Complete or near-complete absence of specific antibody response to meningococcus vaccine	0	0	0	0
HP:0410305	410305	Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	3	0.0004	1	0.0002
HP:0410306	410306	Partial absence of specific antibody response to meningococcus vaccine	0	0	0	0
HP:0410307	410307	Positive stool methadone test	0	0	0	0
HP:0410308	410308	Decreased specific antibody response to infection	0	0	0	0
HP:0410309	410309	Alpha-aminoadipic aciduria	3	0.0004	0	0
HP:0410310	410310	Abnormality of neutrophil morphology in CSF	0	0	0	0
HP:0410311	410311	Hyposegmentation of neutrophil nuclei in CSF	0	0	0	0
HP:0410312	410312	Hypersegmentation of neutrophil nuclei in CSF	0	0	0	0
HP:0410313	410313	Abnormal urinary 1-methylhistidine concentration	0	0	0	0
HP:0410314	410314	Decreased urinary 1-methylhistidine	0	0	0	0
HP:0410315	410315	Increased urinary 1-methylhistidine	0	0	0	0
HP:0410316	410316	Abnormal urinary 3-methylhistidine level	0	0	0	0
HP:0410317	410317	Increased urinary 3-methylhistidine	0	0	0	0
HP:0410318	410318	Decreased urinary 3-methylhistidine	0	0	0	0
HP:0410319	410319	Alpha-gal allergy	0	0	0	0
HP:0410320	410320	Animal protein allergy	0	0	0	0
HP:0410321	410321	Animal dander allergy	0	0	0	0
HP:0410322	410322	Bacteria allergy	0	0	0	0
HP:0410323	410323	Drug allergy	3	0.0004	1	0.0002
HP:0410324	410324	Dust mite allergy	0	0	0	0
HP:0410326	410326	Feather allergy	0	0	0	0
HP:0410327	410327	Dairy allergy	0	0	0	0
HP:0410328	410328	Egg allergy	0	0	1	0.0002
HP:0410329	410329	Gluten allergy	0	0	0	0
HP:0410330	410330	Meat allergen allergy	0	0	0	0
HP:0410331	410331	Nut food product allergy	0	0	0	0
HP:0410332	410332	Plant based food allergy	0	0	0	0
HP:0410333	410333	Seafood allergy	0	0	0	0
HP:0410334	410334	Fungi allergy	0	0	0	0
HP:0410335	410335	Insect allergy	0	0	0	0
HP:0410336	410336	Venom allergy	0	0	0	0
HP:0410337	410337	Parasite allergy	0	0	0	0
HP:0410338	410338	Plant product allergy	0	0	0	0
HP:0410339	410339	Insect bite allergy	0	0	0	0
HP:0410340	410340	Focal epithelial hyperplasia of oral mucosa	0	0	1	0.0002
HP:0410341	410341	Abnormal circulating heparan sulfate level	0	0	0	0
HP:0410342	410342	Increased circulating heparan sulfate level	0	0	0	0
HP:0410343	410343	Decreased circulating heparan sulfate level	0	0	0	0
HP:0410344	410344	Shortened O-fucosylated glycan on properdin	0	0	0	0
HP:0410345	410345	Increased urinary polyhexose	0	0	0	0
HP:0410346	410346	Increased urinary galactosylated oligosaccharide	0	0	1	0.0002
HP:0410347	410347	Increased urinary high-mannose-type oligosaccharide	0	0	0	0
HP:0410348	410348	Increased urinary multiantennary sialylated oligosaccharide	0	0	0	0
HP:0410349	410349	Decreased glycosyltransferase O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase level	0	0	0	0
HP:0410350	410350	Increased urinary fucosylated oligosaccharide	0	0	0	0
HP:0410351	410351	Abnormal complex N-glycan level	0	0	0	0
HP:0410352	410352	Increased complex N-glycan level	0	0	0	0
HP:0410353	410353	Decreased complex N-glycan level	0	0	0	0
HP:0410354	410354	Increased sialylated N-glycan level	0	0	0	0
HP:0410355	410355	Decreased sialylated N-glycan level	0	0	0	0
HP:0410356	410356	Abnormal high-mannose N-glycan level	0	0	0	0
HP:0410357	410357	Increased high-mannose N-glycan level	0	0	0	0
HP:0410358	410358	Decreased high-mannose N-glycan level	0	0	0	0
HP:0410359	410359	Abnormal core 1 O-glycan level	0	0	0	0
HP:0410360	410360	Increased core 1 O-glycan level	0	0	0	0
HP:0410361	410361	Decreased core 1 O-glycan level	0	0	0	0
HP:0410362	410362	Decreased O-mannosyl glycans on alpha-dystroglycan	1	0.0001	0	0
HP:0410363	410363	Increased monosialylated core 1 O-glycan level	0	0	0	0
HP:0410364	410364	Decreased monosialylated core 1 O-glycan level	0	0	0	0
HP:0410365	410365	Increased disialylated core 1 O-glycan level	0	0	0	0
HP:0410366	410366	Increased globoside Gb4 level	0	0	0	0
HP:0410367	410367	Increased hepatitis A virus antibody level	0	0	0	0
HP:0410368	410368	Increased globoside Gb3 level	0	0	0	0
HP:0410369	410369	Increased hepatitis B virus antibody level	0	0	1	0.0002
HP:0410370	410370	Absence of ganglioside GM3	0	0	0	0
HP:0410371	410371	Increased hepatitis C virus antibody level	0	0	0	0
HP:0410372	410372	Increased Tn-antigen level	0	0	0	0
HP:0410373	410373	Abnormal proportion of naive CD4 T cells	0	0	1	0.0002
HP:0410374	410374	Abnormal proportion of naive CD8 T cells	0	0	0	0
HP:0410375	410375	Increased proportion of naive CD4 T cells	0	0	0	0
HP:0410376	410376	Increased proportion of naive CD8 T cells	0	0	0	0
HP:0410377	410377	Decreased proportion of naive CD8 T cells	4	0.0005	1	0.0002
HP:0410378	410378	Decreased proportion of naive CD4 T cells	6	0.0007	0	0
HP:0410379	410379	Abnormal proportion of CD4-positive, alpha-beta memory T cells	0	0	0	0
HP:0410380	410380	Abnormal proportion of CD8-positive, alpha-beta memory T cells	0	0	0	0
HP:0410381	410381	Abnormal proportion of central memory CD4-positive, alpha-beta T cells	0	0	0	0
HP:0410383	410383	Abnormal proportion of effector memory CD8-positive, alpha-beta T cells	0	0	0	0
HP:0410384	410384	Abnormal proportion of central memory CD8-positive, alpha-beta T cells	0	0	0	0
HP:0410385	410385	Decreased proportion of CD8-positive, alpha-beta memory T cells	0	0	0	0
HP:0410386	410386	Decreased proportion of CD4-positive, alpha-beta memory T cells	1	0.0001	0	0
HP:0410388	410388	Decreased proportion of central memory CD4-positive, alpha-beta T cells	1	0.0001	0	0
HP:0410389	410389	Decreased proportion of central memory CD8-positive, alpha-beta T cells	1	0.0001	0	0
HP:0410390	410390	Decreased proportion of effector memory CD8-positive, alpha-beta T cells	0	0	0	0
HP:0410391	410391	Increased proportion of CD4-positive, alpha-beta memory T cells	0	0	0	0
HP:0410392	410392	Increased proportion of CD8-positive, alpha-beta memory T cells	0	0	0	0
HP:0410393	410393	Increased proportion of central memory CD4-positive, alpha-beta T cells	0	0	0	0
HP:0410394	410394	Increased proportion of effector memory CD4-positive, alpha-beta T cells	0	0	0	0
HP:0410395	410395	Increased proportion of effector memory CD8-positive, alpha-beta T cells	2	0.0002	0	0
HP:0410396	410396	Increased proportion of central memory CD8-positive, alpha-beta T cells	0	0	0	0
HP:0410397	410397	Bronchiolectasis	0	0	0	0
HP:0410399	410399	Positive blood lead test	0	0	0	0
HP:0410400	410400	Absent sebaceous glands	1	0.0001	0	0
HP:0410401	410401	Worse in evening	0	0	0	0
HP:0430000	430000	Abnormal frontal bone morphology	0	0	2	0.0005
HP:0430002	430002	Abnormal lacrimal bone morphology	0	0	0	0
HP:0430003	430003	Abnormal palatine bone morphology	0	0	0	0
HP:0430004	430004	Frontomalar faciosynostosis	0	0	0	0
HP:0430005	430005	Abnormal ethmoid bone morphology	0	0	4	0.0009
HP:0430006	430006	Ectopic cilia of eyelid	0	0	0	0
HP:0430007	430007	Symblepharon	4	0.0005	2	0.0005
HP:0430008	430008	Accessory eyelid	0	0	0	0
HP:0430009	430009	Hypoplasia of eyelid	2	0.0002	0	0
HP:0430010	430010	Microblepharia	0	0	0	0
HP:0430011	430011	Defect of palpebral conjunctiva	0	0	0	0
HP:0430012	430012	Incomplete ossification of palatine bone	0	0	0	0
HP:0430013	430013	Absent palatine bone ossification	0	0	0	0
HP:0430014	430014	Abnormality of musculature of soft palate	0	0	0	0
HP:0430015	430015	Abnormal morphology of musculature of pharynx	0	0	3	0.0007
HP:0430016	430016	Abnormality of tensor veli palatini muscle	0	0	0	0
HP:0430017	430017	Abnormality of uvular muscle	0	0	0	0
HP:0430018	430018	Abnormality of nasal musculature	0	0	0	0
HP:0430019	430019	Abnormality of muscle of facial expression	0	0	0	0
HP:0430020	430020	Abnormality of levator labii superioris alaeque nasi muscle	0	0	0	0
HP:0430021	430021	Abnormal common carotid artery morphology	0	0	2	0.0005
HP:0430022	430022	Abnormality of the sphenoid sinus	0	0	7	0.0016
HP:0430023	430023	Abnormality of the maxillary sinus	0	0	1	0.0002
HP:0430024	430024	Abnormality of external jugular vein	0	0	0	0
HP:0430025	430025	Bilateral facial palsy	1	0.0001	2	0.0005
HP:0430028	430028	Hyperplasia of the maxilla	10	0.0012	10	0.0023
HP:0430029	430029	Hyperplasia of the premaxilla	1	0.0001	0	0
HP:0430030	430030	Positive infectious agent test	0	0	0	0
HP:0430031	430031	Aqueous humor viral DNA positivity	0	0	0	0
HP:0430032	430032	Electronic cigarette exposure history	0	0	0	0
HP:0430033	430033	Gottron sign	0	0	0	0
HP:0430034	430034	Hypertension resistant to conventional therapy	0	0	0	0
HP:0430035	430035	Tibiofibular interosseous membrane calcification	0	0	0	0
HP:0430036	430036	Supracondylar elbow fracture	0	0	0	0
HP:0430037	430037	Abnormal alcohol consumption	0	0	0	0
HP:0430043	430043	Thoracic lordosis	3	0.0004	0	0
HP:0430044	430044	Radiation into left arm	0	0	0	0
HP:0430045	430045	Radiation into right arm	0	0	0	0
HP:0430046	430046	Small joint hypermobilty	4	0.0005	0	0
HP:0430047	430047	Large joint hypermobilty	3	0.0004	0	0
HP:0430048	430048	Intracranial calcification	0	0	0	0
HP:0430050	430050	Anti-thyroid antibody positivity	1	0.0001	0	0
HP:0430051	430051	Positive bloodstream pathogen-specific antibody positivity	0	0	0	0
HP:0430052	430052	Anti-SARS-CoV-2 coronavirus antibody positivity	0	0	0	0
HP:0430053	430053	Anti-West Nile virus antibody positivity	0	0	0	0
HP:0430054	430054	Anti-microfilaria antibody positivity	0	0	0	0
HP:0430055	430055	Anti-trypanosoma cruzi antibody positivity	0	0	0	0
HP:0430056	430056	Anti-chikungunya virus antibody positivity	0	0	0	0
HP:0430057	430057	Anti-chlamydia psittaci antibody positivity	0	0	0	0
HP:0430058	430058	Anti-herpes simplex antibody positivity	0	0	0	0
HP:0430059	430059	Positive bloodstream virus-specific antibody positivity	0	0	0	0
HP:0430060	430060	Positive bloodstream parasite-specific antibody positivity	0	0	0	0
HP:0430061	430061	Positive bloodstream antibacterial antibody positivity	0	0	0	0
HP:0430062	430062	Anti-Japanese encephalitis virus-specific antibody positivity	0	0	0	0
HP:0430063	430063	Anti-chlamydia trachomatis-specific antibody positivity	0	0	0	0
HP:0430064	430064	Anti-Epstein-Barr virus-specific antibody positivity	0	0	0	0
HP:0430065	430065	Anti-babesia-specific antibody positivity	0	0	0	0
HP:0430066	430066	Anti-Zikavirus-specific antibody positivity	0	0	0	0
HP:0430067	430067	Positive bloodstream nucleic acid pathogen test	0	0	0	0
HP:0430068	430068	Positive microfilaria PCR test in the blood circulation	0	0	0	0
HP:0430069	430069	Positive JC-virus PCR test in the blood circulation	0	0	0	0
HP:0430070	430070	Placenta previa	0	0	0	0
HP:0430071	430071	Abnormal circulating organic compound concentration	0	0	0	0
HP:0430072	430072	Abnormal circulating beta-carotene concentration	0	0	0	0
HP:0430073	430073	Decreased circulating beta-carotene concentration	0	0	0	0
HP:0430074	430074	Increased circulating beta-carotene concentration	1	0.0001	0	0
HP:0430075	430075	Mammary blocked duct	0	0	0	0
HP:0430076	430076	Positive bloodstream antifungal antibody positivity	0	0	0	0
HP:0430077	430077	Anti-coccidioidal antibody positivity	0	0	0	0
HP:0430078	430078	Anti-cryptococcal antibody positivity	0	0	0	0
HP:0430079	430079	Anti-mycoplasma antibody positivity	0	0	0	0
HP:0430080	430080	Anti-rickettsial antibody positivity	0	0	0	0
HP:0430081	430081	Anti-Bartonella henselae antibody positivity	0	0	0	0
HP:0430082	430082	Anti-Dengue virus antibody positivity	0	0	0	0
HP:0430083	430083	Anti-arbovirus antibody positivity	0	0	0	0
HP:0430084	430084	Anti-lymphocytic choriomeningitis antibody positivity	0	0	0	0
HP:0430085	430085	Anti-varicella-zoster antibody positivity	0	0	0	0
HP:0430086	430086	Anti-rubella antibody positivity	0	0	0	0
HP:0430087	430087	Anti-cytomegalovirus antibody positivity	0	0	1	0.0002
HP:0430088	430088	Anti-measles antibody positivity	0	0	1	0.0002
HP:0430089	430089	Anti-schistosoma antibody positivity	0	0	0	0
HP:0430090	430090	Anti-Powassan virus antibody positivity	0	0	0	0
HP:0430091	430091	Marker expression	0	0	0	0
HP:0430092	430092	BCL2 expression	0	0	0	0
HP:0430093	430093	BCL6 expression	0	0	0	0
HP:0430094	430094	CD5 expression	0	0	0	0
HP:0430095	430095	CD10 expression	0	0	0	0
HP:0430096	430096	CD23 expression	0	0	0	0
HP:0430097	430097	CD38 expression	0	0	0	0
HP:0430098	430098	CD45 expression	0	0	0	0
HP:0430099	430099	Cyclin D1 expression	0	0	0	0
HP:0430100	430100	FMC7 expression	0	0	0	0
HP:0430101	430101	CD19 expression	0	0	0	0
HP:0430102	430102	CD20 expression	0	0	0	0
HP:0430103	430103	Past surgical history	0	0	0	0
HP:0430104	430104	Abnormal superficial temporal artery morphology	0	0	0	0
HP:0430105	430105	Skip lesions on temporal artery biopsy	0	0	0	0
HP:0430106	430106	Abnormal brain-evoked potentials	0	0	0	0
HP:0430107	430107	Sputum infectious agent	0	0	0	0
HP:0430108	430108	Positive Mycobacterium avium sputum culture	1	0.0001	0	0
HP:0430109	430109	Positive bloodstream infectious agent antigen test	0	0	0	0
HP:0430110	430110	Positive bloodstream Cysticercosis antigen test	0	0	0	0
HP:0430111	430111	Klazomania	0	0	0	0
HP:0430112	430112	Coprolalia	0	0	0	0
HP:0430113	430113	Continuous involuntary vocalizations	0	0	0	0
HP:0430114	430114	Aplasia/hypoplasia of the uterine cervix	0	0	0	0
HP:0430115	430115	Cervical hypoplasia	0	0	0	0
HP:0430116	430116	Primary peritoneal serous papillary adenocarcinoma	0	0	0	0
HP:0430117	430117	Positive skin infectious agent test	0	0	0	0
HP:0430118	430118	Positive skin fungus test	0	0	0	0
HP:0430119	430119	Nasal secretion eosinophilia	0	0	0	0
HP:0430120	430120	Nasal secretion neutrophilia	0	0	0	0
HP:0430121	430121	Seminal vesicle agenesis	0	0	0	0
HP:0430122	430122	Head impulse test has corrective saccade	0	0	0	0
HP:0430123	430123	Positive CSF infectious agent test	0	0	0	0
HP:0430124	430124	Positive CSF toxoplasma gondii nucleic acid test	0	0	0	0
HP:0430125	430125	Elevated circulating plasminogen activator inhibitor 1 activity	0	0	0	0
HP:0430126	430126	Abnormal circulating plasminogen activator inhibitor 1 activity	0	0	0	0
HP:0430127	430127	Brain localization	0	0	0	0
HP:0430128	430128	Frontal cortical localization	0	0	0	0
HP:0430129	430129	Posterior fossa localization	0	0	0	0
HP:0430130	430130	Subcortical localization	0	0	0	0
HP:0430131	430131	Parietal cortex localization	0	0	0	0
HP:0430132	430132	Occipital cortex localization	0	0	0	0
HP:0430133	430133	Tobacco use history	0	0	0	0
HP:0430134	430134	Bartholin cyst	0	0	0	0
HP:0430135	430135	Abnormal circulating hepatic transaminase concentration	0	0	0	0
HP:0430136	430136	Reduced circulating aspartate aminotransferase concentration	0	0	0	0
HP:0430137	430137	Elevated urine succinic acid level	0	0	0	0
HP:0430138	430138	Positive CSF varicella zoster virus nucleic acid test	0	0	0	0
HP:0430139	430139	Positive CSF pathogen-specific antibody positivity	0	0	0	0
HP:0430140	430140	Positive CSF nucleic acid pathogen test	0	0	0	0
HP:0430141	430141	Positive CSF varicella zoster antibody positivity	0	0	0	0
HP:0430142	430142	Reduced circulating interleukin 6 concentration	0	0	0	0
HP:0430143	430143	Elevated circulating C12 acylcarnitine concentration	0	0	0	0
HP:0430144	430144	Frontalis muscle overactivity	0	0	0	0
HP:0430145	430145	Nasal dermoid cyst	0	0	0	0
HP:0430146	430146	Elevated circulating complement C3 concentration	0	0	0	0
HP:0430147	430147	Abnormal circulating inhibin B concentration	0	0	0	0
HP:0430148	430148	Abnormal circulating lipoprotein(a) concentration	0	0	0	0
HP:0430150	430150	Positive blood infectious agent test	0	0	0	0
HP:0430151	430151	Positive respiratory tract infectious agent test	0	0	0	0
HP:0500001	500001	Body odor	1	0.0001	1	0.0002
HP:0500005	500005	Anal pain	1	0.0001	6	0.0014
HP:0500006	500006	Urethritis	0	0	4	0.0009
HP:0500007	500007	Iris flocculi	1	0.0001	0	0
HP:0500008	500008	Cornea verticillata	0	0	2	0.0005
HP:0500009	500009	Dysplastic gangliocytoma of the cerebellum	2	0.0002	0	0
HP:0500011	500011	Moon facies	2	0.0002	7	0.0016
HP:0500012	500012	Abnormal gonadotropin-releasing hormone concentration	0	0	1	0.0002
HP:0500013	500013	Lack of gonadotropin-releasing hormone pulsatility	0	0	0	0
HP:0500015	500015	Abnormal cardiac test	0	0	0	0
HP:0500016	500016	Abnormal cardiac MRI	0	0	0	0
HP:0500017	500017	Abnormal cardiac catheterization	0	0	0	0
HP:0500018	500018	Abnormal cardiac exercise stress test	0	0	1	0.0002
HP:0500019	500019	Abnormal resting energy expenditure from metabolic cart test	0	0	0	0
HP:0500020	500020	Abnormal cardiac biomarker test	0	0	0	0
HP:0500021	500021	Reduced brain gamma-aminobutyric acid level by MRS	0	0	0	0
HP:0500022	500022	Abnormal circulating dehydroepiandrosterone concentration	0	0	4	0.0009
HP:0500023	500023	Shoulder muscle aplasia	0	0	0	0
HP:0500024	500024	Aplasia of the musculature of the pelvis	0	0	0	0
HP:0500026	500026	Hypoplasia of the musculature of the pelvis	0	0	0	0
HP:0500027	500027	Aplastic colon	0	0	0	0
HP:0500028	500028	Cotton wool plaques	0	0	0	0
HP:0500030	500030	Abnormal hepatic glycogen storage	0	0	2	0.0005
